DTG,SSH,SST,Temp,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,Niue
8/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
8/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
8/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
8/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
8/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
8/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
8/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
8/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
8/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
9/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
10/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
11/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
12/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
13/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
14/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
